imdb_id,title,release_year,release_date,duration,mpaa_rating,locations
tt1024648,Argo,2012,12 October 2012,2h,R,"McLean, Virginia, USA"
tt1034032,Gamer,2009,4 September 2009,1h 35min,R,"Albuquerque Studios - 5650 University Boulevard SE, Albuquerque, New Mexico, USA"
tt1037705,The Book of Eli,2010,15 January 2010,1h 58min,R,"Albuquerque Studios - 5650 University Boulevard SE, Albuquerque, New Mexico, USA"
tt1041829,The Proposal,2009,19 June 2009,1h 48min,PG-13,"Javits Federal Office Building - 26 Federal Plaza, New York City, New York, USA"
tt1046173,G.I. Joe: The Rise of Cobra,2009,7 August 2009,1h 58min,PG-13,Arctic
tt1049413,Up,2009,29 May 2009,1h 36min,PG,"Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA"
tt1053424,Repo Men,2010,19 March 2010,1h 51min,R,"Sherman Oaks, Los Angeles, California, USA"
tt1055369,Transformers: Revenge of the Fallen,2009,24 June 2009,2h 30min,PG-13,"Tucson International Airport, Tucson, Arizona, USA"
tt1059786,Eagle Eye,2008,26 September 2008,1h 58min,PG-13,"El Toro Marine Base, Lake Forest, California, USA"
tt1074638,Skyfall,2012,9 November 2012,2h 23min,PG-13,"London, England, UK"
tt1104001,TRON: Legacy,2010,17 December 2010,2h 5min,PG,"The Hull Building - 9543 Culver Blvd, Culver City, California, USA"
tt1119646,The Hangover,2009,5 June 2009,1h 40min,R,"Chevron Gas Station - 1 Goodsprings Road, Jean, Nevada, USA"
tt1132626,Saw V,2008,24 October 2008,1h 32min,R,"Toronto, Ontario, Canada"
tt1136608,District 9,2009,14 August 2009,1h 52min,R,South Africa
tt1155076,The Karate Kid,2010,11 June 2010,2h 20min,PG,"Beijing, China"
tt1156398,Zombieland,2009,2 October 2009,1h 28min,R,"One Park Place B5, Atlanta, Georgia, USA"
tt1170358,The Hobbit: The Desolation of Smaug,2013,13 December 2013,2h 41min,PG-13,"Stone Street Studios, Stone Street, Miramar, Wellington, New Zealand"
tt1179904,Paranormal Activity,2007,16 October 2009,1h 26min,R,"San Diego, California, USA"
tt1182345,Moon,2009,10 July 2009,1h 37min,R,"Los Angeles, California, USA"
tt1189340,The Lincoln Lawyer,2011,18 March 2011,1h 58min,R,"Los Angeles, California, USA"
tt1194173,The Bourne Legacy,2012,10 August 2012,2h 15min,PG-13,"Calgary, Alberta, Canada"
tt1210166,Moneyball,2011,23 September 2011,2h 13min,PG-13,"Sony Pictures Studios - 10202 W. Washington Blvd., Culver City, California, USA"
tt1211837,Doctor Strange,2016,4 November 2016,1h 55min,PG-13,"New York City, New York, USA"
tt1212450,Lawless,2012,29 August 2012,1h 56min,R,"Woodbury, Georgia USA"
tt1217209,Brave,2012,22 June 2012,1h 33min,PG,"Emeryville, California, USA"
tt1220719,Ip Man,2008,12 December 2008,1h 46min,R,
tt1226229,Get Him to the Greek,2010,4 June 2010,1h 49min,R,"Los Angeles, California, USA"
tt1229238,Mission: Impossible - Ghost Protocol,2011,21 December 2011,2h 12min,PG-13,"Granville Island, Vancouver, British Columbia, Canada"
tt1232829,21 Jump Street,2012,16 March 2012,1h 49min,R,"Riverdale High School, Jefferson, Louisiana, USA"
tt1234721,RoboCop,2014,12 February 2014,1h 57min,PG-13,"Pinewood Toronto Studios, Port Lands, Toronto, Ontario, Canada"
tt1245492,This Is the End,2013,12 June 2013,1h 47min,R,"New Orleans, Louisiana, USA"
tt1250777,Kick-Ass,2010,16 April 2010,1h 57min,R,"Capri Pizza, John St. North, Hamilton, Ontario, Canada"
tt1253864,Immortals,2011,11 November 2011,1h 50min,R,"Montréal, Québec, Canada"
tt1258972,The Man with the Iron Fists,2012,2 November 2012,1h 35min,R,"Shanghai, China"
tt1276104,Looper,2012,28 September 2012,1h 53min,R,"Thibodaux, Louisiana, USA"
tt1284575,Bad Teacher,2011,24 June 2011,1h 32min,R,"D.C. Stages, 1360 East 6th Street, Downtown, Los Angeles, California, USA"
tt1285016,The Social Network,2010,1 October 2010,2h,PG-13,"Andover, Massachusetts, USA"
tt1289401,Ghostbusters,2016,15 July 2016,1h 56min,PG-13,"Boston, Massachusetts, USA"
tt1291584,Warrior,2011,9 September 2011,2h 20min,PG-13,"Santa Clarita, California, USA"
tt1302011,Kung Fu Panda 2,2011,26 May 2011,1h 30min,PG,"Glendale, California, USA"
tt1306980,50/50,2011,30 September 2011,1h 40min,R,"Vancouver, British Columbia, Canada"
tt1318514,Rise of the Planet of the Apes,2011,5 August 2011,1h 45min,PG-13,"Wellington, New Zealand"
tt1320253,The Expendables,2010,13 August 2010,1h 43min,R,"Fort McComb, Louisiana, USA"
tt1323594,Despicable Me,2010,9 July 2010,1h 35min,PG,
tt1343727,Dredd,2012,21 September 2012,1h 35min,R,"Oriental City Shopping Centre, Colindale, London, England, UK"
tt1345836,The Dark Knight Rises,2012,20 July 2012,2h 44min,PG-13,"Downtown, Los Angeles, California, USA"
tt1375666,Inception,2010,16 July 2010,2h 28min,PG-13,"Bedfordshire, England, UK"
tt1386697,Suicide Squad,2016,5 August 2016,2h 3min,PG-13,"Toronto, Ontario, Canada"
tt1386703,Total Recall,2012,3 August 2012,1h 58min,PG-13,"CFB Borden, Borden, Ontario, Canada"
tt1392170,The Hunger Games,2012,23 March 2012,2h 22min,PG-13,"Black Mountain, North Carolina, USA"
tt1392190,Mad Max: Fury Road,2015,15 May 2015,2h,R,"Namib Desert, Namibia"
tt1398426,Straight Outta Compton,2015,14 August 2015,2h 27min,R,"Los Angeles, California, USA"
tt1399103,Transformers: Dark of the Moon,2011,29 June 2011,2h 34min,PG-13,"Old Post Office, Chicago, Illinois, USA"
tt1403865,True Grit,2010,22 December 2010,1h 50min,PG-13,Jamaica
tt1408101,Star Trek: Into Darkness,2013,16 May 2013,2h 12min,PG-13,"Lawrence Livermore National Laboratory - 7000 East Avenue, Livermore, California, USA"
tt1409024,Men in Black 3,2012,25 May 2012,1h 46min,PG-13,"Robert Moses State Park, Field 2, Long Island, New York, USA"
tt1411238,No Strings Attached,2011,21 January 2011,1h 48min,R,"2218 S Harvard Blvd, Los Angeles, California, USA"
tt1430132,The Wolverine,2013,26 July 2013,2h 6min,PG-13,"Fox Studios, Moore Park, Sydney, New South Wales, Australia"
tt1431045,Deadpool,2016,12 February 2016,1h 48min,R,"Vancouver, British Columbia, Canada"
tt1436562,Rio,2011,15 April 2011,1h 36min,G,
tt1446714,Prometheus,2012,8 June 2012,2h 4min,R,"Scotland, UK"
tt1453405,Monsters University,2013,21 June 2013,1h 44min,G,"Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA"
tt1478338,Bridesmaids,2011,13 May 2011,2h 5min,R,"Orange, California, USA"
tt1483013,Oblivion,2013,19 April 2013,2h 4min,PG-13,"New York City, New York, USA"
tt1499658,Horrible Bosses,2011,8 July 2011,1h 38min,R,"2059 East 7th Street, Los Angeles, California, USA"
tt1504320,The King's Speech,2010,25 December 2010,1h 58min,R,"Halton House, Halton, Wendover, Buckinghamshire, England, UK"
tt1509767,The Three Musketeers,2011,21 October 2011,1h 50min,PG-13,"Schleißheim Palace, Oberschleißheim, Bavaria, Germany"
tt1535108,Elysium,2013,9 August 2013,1h 49min,R,"British Columbia, Canada"
tt1568911,War Horse,2011,25 December 2011,2h 26min,PG-13,"Ditsworthy Warren House, Sheepstor, Devon, England, UK"
tt1583421,G.I. Joe: Retaliation,2013,28 March 2013,1h 50min,PG-13,"British Columbia, Canada"
tt1596343,Fast Five,2011,29 April 2011,2h 10min,PG-13,"Rice, California, USA"
tt1598778,Contagion,2011,9 September 2011,1h 46min,PG-13,"Taylor Street, San Francisco, California, USA"
tt1605783,Midnight in Paris,2011,10 June 2011,1h 34min,PG-13,"16 Rues des Patriarches, Paris, France"
tt1615147,Margin Call,2011,29 September 2011,1h 47min,R,"Vornado Realty Trust, Manhattan, New York City, New York, USA"
tt1616195,J. Edgar,2011,11 November 2011,2h 17min,R,"Del Mar Thoroughbred Club - 2260 Jimmy Durante Boulevard, Del Mar, California, USA"
tt1628841,Independence Day: Resurgence,2016,24 June 2016,2h,PG-13,"Albuquerque, New Mexico, USA"
tt1631867,Edge of Tomorrow,2014,6 June 2014,1h 53min,PG-13,"Leavesden Studios, Leavesden, Hertfordshire, England, UK"
tt1637725,Ted,2012,29 June 2012,1h 46min,R,"Fenway Park - 4 Yawkey Way, Boston, Massachusetts, USA"
tt1645170,The Dictator,2012,16 May 2012,1h 23min,R,"7 West 30th Street, New York City, New York, USA"
tt1646971,How to Train Your Dragon 2,2014,13 June 2014,1h 42min,PG,
tt1650062,Super 8,2011,10 June 2011,1h 52min,PG-13,"Agua Dulce, California, USA"
tt1663202,The Revenant,2015,8 January 2016,2h 36min,R,"Calgary, Alberta, Canada"
tt1663662,Pacific Rim,2013,12 July 2013,2h 11min,PG-13,"Pinewood Toronto Studios, Port Lands, Toronto, Ontario, Canada"
tt1670345,Now You See Me,2013,31 May 2013,1h 55min,PG-13,"Orpheum Theater - 842 South Broadway, Downtown, Los Angeles, California, USA"
tt1690953,Despicable Me 2,2013,3 July 2013,1h 38min,PG,
tt1706593,Chronicle,2012,3 February 2012,1h 24min,PG-13,"British Columbia, Canada"
tt1706620,Snowpiercer,2013,11 July 2014,2h 6min,R,"Barrandov Studios, Prague, Czech Republic"
tt1764183,Arbitrage,2012,14 September 2012,1h 47min,R,"New York City, New York, USA"
tt1764651,The Expendables 2,2012,17 August 2012,1h 43min,R,China
tt1772341,Wreck-It Ralph,2012,2 November 2012,1h 41min,PG,
tt1772925,Jiro Dreams of Sushi,2011,15 March 2012,1h 21min,PG,"Sukibayashi Jiro - Tsukamoto Sogyo Building Basement 1st Floor, 4-2-15, Ginza, Chuo, Tokyo, Japan"
tt1790885,Zero Dark Thirty,2012,11 January 2013,2h 37min,R,"Chandigarh, Punjab, India"
tt1825683,Black Panther,2018,16 February 2018,2h 14min,PG-13,"Pinewood Atlanta Studios, 461 Sandy Creek Road, Fayetteville, Georgia, USA"
tt1843866,Captain America: The Winter Soldier,2014,4 April 2014,2h 16min,PG-13,"Los Angeles, California, USA"
tt1853728,Django Unchained,2012,25 December 2012,2h 45min,R,"Jackson Hole, Wyoming, USA"
tt1856101,Blade Runner 2049,2017,6 October 2017,2h 44min,R,"Korda Studios, Etyek, Hungary"
tt1872181,The Amazing Spider-Man 2,2014,2 May 2014,2h 22min,PG-13,"Ironhead Studio, Los Angeles, California, USA"
tt1877832,X-Men: Days of Future Past,2014,23 May 2014,2h 12min,PG-13,"Montréal, Québec, Canada"
tt1878870,The Edge of Seventeen,2016,18 November 2016,1h 44min,R,"Vancouver, British Columbia, Canada"
tt1895587,Spotlight,2015,20 November 2015,2h 8min,R,"Toronto, Ontario, Canada"
tt1899353,The Raid: Redemption,2011,13 April 2012,1h 41min,R,Indonesia
tt1905041,Fast & Furious 6,2013,24 May 2013,2h 10min,PG-13,"Shepperton Studios, Shepperton, Surrey, England, UK"
tt1951264,The Hunger Games: Catching Fire,2013,22 November 2013,2h 26min,PG-13,"Atlanta, Georgia, USA"
tt1951265,The Hunger Games: Mockingjay - Part 1,2014,21 November 2014,2h 3min,PG-13,"Atlanta, Georgia, USA"
tt1979320,Rush,2013,27 September 2013,2h 3min,R,"Evolution Printing, Stanhope Road, Camberley, UK"
tt1981115,Thor: The Dark World,2013,8 November 2013,1h 52min,PG-13,"Shepperton Studios, Shepperton, Surrey, England, UK"
tt2004420,Neighbors,2014,9 May 2014,1h 37min,R,"Los Angeles, California, USA"
tt2015381,Guardians of the Galaxy,2014,1 August 2014,2h 1min,PG-13,"Shepperton Studios, Shepperton, Surrey, England, UK"
tt2034800,The Great Wall,2016,17 February 2017,1h 43min,PG-13,"Qingdao, China"
tt2084970,The Imitation Game,2014,25 December 2014,1h 54min,PG-13,"London, England, UK"
tt2094766,Assassin's Creed,2016,21 December 2016,1h 55min,PG-13,Malta
tt2096673,Inside Out,2015,19 June 2015,1h 35min,PG,"Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA"
tt2106651,Spectral,2016,9 December 2016,1h 47min,PG-13,"Budapest, Hungary"
tt2109248,Transformers: Age of Extinction,2014,27 June 2014,2h 45min,PG-13,"Austin, Texas, USA"
tt2203939,The Other Woman,2014,25 April 2014,1h 49min,PG-13,"New York City, New York, USA"
tt2234155,The Internship,2013,7 June 2013,1h 59min,PG-13,"Leadership Challenge Course, Georgia Institute of Technology, Atlanta, Georgia, USA"
tt2239822,Valerian and the City of a Thousand Planets,2017,21 July 2017,2h 17min,PG-13,"Studios de Paris, La Cité du Cinéma, Saint-Denis, Seine-Saint-Denis, France"
tt2245084,Big Hero 6,2014,7 November 2014,1h 42min,PG,
tt2250912,Spider-Man: Homecoming,2017,7 July 2017,2h 13min,PG-13,"Atlanta, Georgia, USA"
tt2267968,Kung Fu Panda 3,2016,29 January 2016,1h 35min,PG,
tt2277860,Finding Dory,2016,17 June 2016,1h 37min,PG,"Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA"
tt2278388,The Grand Budapest Hotel,2014,28 March 2014,1h 39min,R,"Görlitz, Saxony, Germany"
tt2294449,22 Jump Street,2014,13 June 2014,1h 52min,R,"San Juan, Puerto Rico"
tt2294629,Frozen,2013,27 November 2013,1h 42min,PG,
tt2310332,The Hobbit: The Battle of the Five Armies,2014,17 December 2014,2h 24min,PG-13,"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK"
tt2334879,White House Down,2013,28 June 2013,2h 11min,PG-13,"Montréal, Québec, Canada"
tt2357291,Rio 2,2014,11 April 2014,1h 41min,G,
tt2379713,Spectre,2015,6 November 2015,2h 28min,PG-13,"Oujda, Morocco"
tt2381249,Mission: Impossible - Rogue Nation,2015,31 July 2015,2h 11min,PG-13,"London, England, UK"
tt2395427,Avengers: Age of Ultron,2015,1 May 2015,2h 21min,PG-13,"Shepperton Studios, Shepperton, Surrey, England, UK"
tt2406566,Atomic Blonde,2017,28 July 2017,1h 55min,R,"Budapest, Hungary"
tt2488496,Star Wars: Episode VII - The Force Awakens,2015,18 December 2015,2h 16min,PG-13,"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK"
tt2527336,Star Wars: The Last Jedi,2017,15 December 2017,2h 32min,PG-13,"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK"
tt2543164,Arrival,2016,11 November 2016,1h 56min,PG-13,"Montréal, Québec, Canada"
tt2557478,Pacific Rim: Uprising,2018,23 March 2018,1h 51min,PG-13,"Fox Studios, Moore Park, Sydney, New South Wales, Australia"
tt2562232,Birdman or (The Unexpected Virtue of Ignorance),2014,14 November 2014,1h 59min,R,"New York City, New York, USA"
tt2582802,Whiplash,2014,15 October 2014,1h 47min,R,"Santa Clarita, California, USA"
tt2660888,Star Trek: Beyond,2016,22 July 2016,2h 2min,PG-13,"Vancouver, British Columbia, Canada"
tt2709768,The Secret Life of Pets,2016,8 July 2016,1h 27min,PG,
tt2771200,Beauty and the Beast,2017,17 March 2017,2h 9min,PG,"London, England, UK"
tt2802144,Kingsman: The Secret Service,2014,13 February 2015,2h 9min,R,"Sharpthorne tunnel, Bluebell Railway, West Sussex, England, UK"
tt2820852,Furious 7,2015,3 April 2015,2h 17min,PG-13,"Abu Dhabi, United Arab Emirates"
tt2948356,Zootopia,2016,4 March 2016,1h 48min,PG,"Walt Disney Feature Animation - 500 S. Buena Vista Street, Burbank, California, USA"
tt2975590,Batman v Superman: Dawn of Justice,2016,25 March 2016,2h 31min,PG-13,"Detroit, Michigan, USA"
tt3060952,Justice League: War (Vide,2014,4 February 2014,1h 19min,PG-13,
tt3076658,Creed,2015,25 November 2015,2h 13min,PG-13,"Philadelphia, Pennsylvania, USA"
tt3183660,Fantastic Beasts and Where to Find Them,2016,18 November 2016,2h 13min,PG-13,"Leavesden Studios, Leavesden, Hertfordshire, England, UK"
tt3315342,Logan,2017,3 March 2017,2h 17min,R,"Just outside Northern Meadows community, Rio Rancho, New Mexico, USA"
tt3371366,Transformers: The Last Knight,2017,21 June 2017,2h 34min,PG-13,"Michigan Motion Picture Studios, 1999 Centerpoint Parkway, Pontiac, Michigan, USA"
tt3385516,X-Men: Apocalypse,2016,27 May 2016,2h 24min,PG-13,"Montréal, Québec, Canada"
tt3397884,Sicario,2015,2 October 2015,2h 1min,R,"Albuquerque, New Mexico, USA"
tt3450958,War for the Planet of the Apes,2017,14 July 2017,2h 20min,PG-13,"Vancouver, British Columbia, Canada"
tt3460252,The Hateful Eight,2015,30 December 2015,3h 7min,R,"Red Studios, 846 N. Cahuenga Blvd., Hollywood, Los Angeles, California, USA"
tt3498820,Captain America: Civil War,2016,6 May 2016,2h 27min,PG-13,"Atlanta, Georgia, USA"
tt3501632,Thor: Ragnarok,2017,3 November 2017,2h 10min,PG-13,"Village Roadshow Studios, Oxenford, Queensland, Australia"
tt3521164,Moana,2016,23 November 2016,1h 47min,PG,
tt3659388,The Martian,2015,2 October 2015,2h 24min,PG-13,Hungary
tt3731562,Kong: Skull Island,2017,10 March 2017,1h 58min,PG-13,"Village Roadshow Studios, Oxenford, Queensland, Australia"
tt3748528,Rogue One: A Star Wars Story,2016,16 December 2016,2h 13min,PG-13,"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK"
tt3783958,La La Land,2016,25 December 2016,2h 8min,PG-13,"Los Angeles, California, USA"
tt3799694,The Nice Guys,2016,20 May 2016,1h 56min,R,"Los Angeles, California, USA"
tt3850214,Dope,2015,19 June 2015,1h 43min,R,
tt3878542,Justice League: Throne of Atlantis (Vide,2015,13 January 2015,1h 12min,PG-13,
tt3890160,Baby Driver,2017,28 June 2017,1h 52min,R,"New Orleans, Louisiana, USA"
tt3896198,Guardians of the Galaxy Vol. 2,2017,5 May 2017,2h 16min,PG-13,"Atlanta, Georgia, USA"
tt4094724,The Purge: Election Year,2016,1 July 2016,1h 48min,R,"Providence, Rhode Island, USA"
tt4196776,Jason Bourne,2016,29 July 2016,2h 3min,PG-13,"Las Vegas, Nevada, USA"
tt4302938,Kubo and the Two Strings,2016,19 August 2016,1h 41min,PG,
tt4438848,Neighbors 2: Sorority Rising,2016,20 May 2016,1h 32min,R,"Los Angeles, California, USA"
tt4630562,The Fate of the Furious,2017,14 April 2017,2h 16min,PG-13,"Atlanta, Georgia, USA"
tt4649466,Kingsman: The Golden Circle,2017,22 September 2017,2h 21min,R,"Camberley, Surrey, England, UK"
tt5013056,Dunkirk,2017,21 July 2017,1h 46min,PG-13,"Plage de Malo-les-Bains, Dunkerque, Nord, France"
tt5996252,Trader,1987,,55min,,
tt6540078,The Child in Time,2017,1 April 2018,1h 30min,,"England, UK"
